,h,T,M,lambda,s
4322,7019.8,-41300000,1160000,0.0001956,-0.0005044
4323,7338.8,-41300000,1300000,0.0002241,-0.0004759
4324,7657.9,-41300000,1380000,0.0002398,-0.0004602
4325,7977,-41300000,1420000,0.0002479,-0.0004521
4326,8296.1,-41300000,1440000,0.0002514,-0.0004486
4327,8615.2,-41300000,1450000,0.0002532,-0.0004468
4328,8934.2,-41300000,1450000,0.0002541,-0.0004459
4329,9253.3,-41300000,1450000,0.0002544,-0.0004456
4330,9572.4,-41300000,1450000,0.0002547,-0.0004453
4331,9891.5,-41300000,1460000,0.0002548,-0.0004452
4332,10211,-41300000,1460000,0.0002548,-0.0004452
4333,10530,-41300000,1460000,0.0002548,-0.0004452
4334,10849,-41300000,1460000,0.0002549,-0.0004451
4335,11168,-41300000,1460000,0.0002548,-0.0004452
4336,11487,-41300000,1460000,0.0002548,-0.0004452
4337,11806,-41300000,1460000,0.0002549,-0.0004451
4338,12125,-41300000,1460000,0.0002548,-0.0004452
4339,12444,-41300000,1460000,0.0002548,-0.0004452
4340,12763,-41300000,1460000,0.0002549,-0.0004451
4341,13082,-41300000,1460000,0.0002549,-0.0004451
4342,13401,-41300000,1460000,0.0002549,-0.0004451
4343,13720,-41300000,1460000,0.0002548,-0.0004452
4344,14040,-41300000,1460000,0.0002549,-0.0004451
4345,14359,-41300000,1460000,0.0002549,-0.0004451
4346,14678,-41300000,1460000,0.0002549,-0.0004451
4347,14997,-41300000,1460000,0.0002549,-0.0004451
4348,15316,-41300000,1460000,0.0002548,-0.0004452
4349,15635,-41300000,1460000,0.0002549,-0.0004451
4350,15954,-41300000,1460000,0.0002549,-0.0004451
4351,16273,-41300000,1460000,0.0002549,-0.0004451
4352,16592,-41300000,1460000,0.0002549,-0.0004451
4353,16911,-41300000,1460000,0.0002549,-0.0004451
4354,17230,-41300000,1460000,0.0002548,-0.0004452
4355,17549,-41300000,1460000,0.0002549,-0.0004451
4356,17868,-41300000,1460000,0.0002549,-0.0004451
4357,18188,-41300000,1460000,0.0002549,-0.0004451
4358,18507,-41300000,1460000,0.0002549,-0.0004451
4359,18826,-41300000,1460000,0.0002549,-0.0004451
4360,19145,-41300000,1460000,0.0002549,-0.0004451
4361,19464,-41300000,1460000,0.0002549,-0.0004451
4362,19783,-41300000,1460000,0.0002549,-0.0004451
4363,20102,-41300000,1460000,0.0002549,-0.0004451
4364,20421,-41300000,1460000,0.0002549,-0.0004451
4365,20740,-41300000,1460000,0.0002549,-0.0004451
4366,21059,-41300000,1460000,0.0002549,-0.0004451
4367,21378,-41300000,1460000,0.0002549,-0.0004451
4368,21697,-41300000,1460000,0.0002549,-0.0004451
4369,22017,-41300000,1460000,0.0002549,-0.0004451
4370,22336,-41300000,1460000,0.0002549,-0.0004451
4371,22655,-41300000,1460000,0.0002549,-0.0004451
4372,22974,-41300000,1460000,0.0002549,-0.0004451
4373,23293,-41300000,1460000,0.0002549,-0.0004451
4374,23612,-41300000,1460000,0.0002549,-0.0004451
4375,23931,-41300000,1460000,0.0002549,-0.0004451
4376,24250,-41300000,1460000,0.0002549,-0.0004451
4377,24569,-41300000,1460000,0.0002549,-0.0004451
4378,24888,-41300000,1460000,0.0002549,-0.0004451
4379,25207,-41300000,1460000,0.0002549,-0.0004451
4380,25526,-41300000,1460000,0.000255,-0.000445
4381,25845,-41300000,1460000,0.000255,-0.000445
4382,26165,-41300000,1460000,0.000255,-0.000445
4383,26484,-41300000,1460000,0.000255,-0.000445
4384,26803,-41300000,1460000,0.000255,-0.000445
4385,27122,-41300000,1460000,0.000255,-0.000445
4386,27441,-41300000,1460000,0.000255,-0.000445
4387,27760,-41300000,1460000,0.000255,-0.000445
4388,28079,-41300000,1460000,0.000255,-0.000445
4389,28398,-41300000,1460000,0.000255,-0.000445
4390,28717,-41300000,1460000,0.0002549,-0.0004451
4391,29036,-41300000,1460000,0.0002549,-0.0004451
4392,29355,-41300000,1460000,0.0002549,-0.0004451
4393,29674,-41300000,1460000,0.0002549,-0.0004451
4394,29994,-41300000,1460000,0.0002549,-0.0004451
4395,30313,-41300000,1460000,0.000255,-0.000445
4396,30632,-41300000,1460000,0.000255,-0.000445
4397,30951,-41300000,1460000,0.000255,-0.000445
4398,31270,-41300000,1460000,0.000255,-0.000445
4399,31589,-41300000,1460000,0.000255,-0.000445
4400,0,-42200000,1893.1,1.00E-07,-0.000715154
4401,319.08,-42200000,11213,1.00E-07,-0.000715154
4402,638.16,-42200000,20096,1.00E-07,-0.000715154
4403,957.24,-42200000,29271,1.00E-07,-0.000715154
4404,1276.3,-42200000,38591,4.00E-07,-0.000714854
4405,1595.4,-42200000,47474,4.00E-07,-0.000714854
4406,1914.5,-42200000,56794,4.00E-07,-0.000714854
4407,2233.6,-42200000,66115,7.00E-07,-0.000714554
4408,2552.6,-42200000,74998,7.00E-07,-0.000714554
4409,2871.7,-42200000,84318,1.10E-06,-0.000714154
4410,3190.8,-42200000,93492,1.10E-06,-0.000714154
4411,3509.9,-42200000,103000,1.50E-06,-0.000713754
4412,3829,-42200000,112000,1.80E-06,-0.000713454
4413,4148,-42200000,122000,2.30E-06,-0.000712954
4414,4467.1,-42200000,134000,2.70E-06,-0.000712554
4415,4786.2,-42200000,148000,4.10E-06,-0.000711154
4416,5105.3,-42200000,169000,6.70E-06,-0.000708554
4417,5424.4,-42200000,203000,1.21E-05,-0.000703154
4418,5743.4,-42200000,267000,2.32E-05,-0.000692054
4419,6062.5,-42200000,382000,4.44E-05,-0.000670854
4420,6381.6,-42200000,571000,8.03E-05,-0.000634954
4421,6700.7,-42200000,819000,0.0001285,-0.000586754
4422,7019.8,-42200000,1060000,0.0001766,-0.000538654
4423,7338.8,-42200000,1240000,0.0002123,-0.000502954
4424,7657.9,-42200000,1350000,0.0002337,-0.000481554
4425,7977,-42200000,1410000,0.0002446,-0.000470654
4426,8296.1,-42200000,1430000,0.0002499,-0.000465354
4427,8615.2,-42200000,1440000,0.0002525,-0.000462754
4428,8934.2,-42200000,1450000,0.0002537,-0.000461554
4429,9253.3,-42200000,1450000,0.0002543,-0.000460954
4430,9572.4,-42200000,1450000,0.0002545,-0.000460754
4431,9891.5,-42200000,1460000,0.0002547,-0.000460554
4432,10211,-42200000,1460000,0.0002547,-0.000460554
4433,10530,-42200000,1460000,0.0002548,-0.000460454
4434,10849,-42200000,1460000,0.0002548,-0.000460454
4435,11168,-42200000,1460000,0.0002549,-0.000460354
4436,11487,-42200000,1460000,0.0002548,-0.000460454
4437,11806,-42200000,1460000,0.0002548,-0.000460454
4438,12125,-42200000,1460000,0.0002549,-0.000460354
4439,12444,-42200000,1460000,0.0002548,-0.000460454
4440,12763,-42200000,1460000,0.0002548,-0.000460454
4441,13082,-42200000,1460000,0.0002549,-0.000460354
4442,13401,-42200000,1460000,0.0002549,-0.000460354
4443,13720,-42200000,1460000,0.0002548,-0.000460454
4444,14040,-42200000,1460000,0.0002548,-0.000460454
4445,14359,-42200000,1460000,0.0002549,-0.000460354
4446,14678,-42200000,1460000,0.0002549,-0.000460354
4447,14997,-42200000,1460000,0.0002549,-0.000460354
4448,15316,-42200000,1460000,0.0002549,-0.000460354
4449,15635,-42200000,1460000,0.0002548,-0.000460454
4450,15954,-42200000,1460000,0.0002549,-0.000460354
4451,16273,-42200000,1460000,0.0002549,-0.000460354
4452,16592,-42200000,1460000,0.0002549,-0.000460354
4453,16911,-42200000,1460000,0.0002549,-0.000460354
4454,17230,-42200000,1460000,0.0002549,-0.000460354
4455,17549,-42200000,1460000,0.0002548,-0.000460454
4456,17868,-42200000,1460000,0.0002549,-0.000460354
4457,18188,-42200000,1460000,0.0002549,-0.000460354
4458,18507,-42200000,1460000,0.0002549,-0.000460354
4459,18826,-42200000,1460000,0.0002549,-0.000460354
4460,19145,-42200000,1460000,0.0002549,-0.000460354
4461,19464,-42200000,1460000,0.0002549,-0.000460354
4462,19783,-42200000,1460000,0.0002549,-0.000460354
4463,20102,-42200000,1460000,0.0002549,-0.000460354
4464,20421,-42200000,1460000,0.0002549,-0.000460354
4465,20740,-42200000,1460000,0.0002549,-0.000460354
4466,21059,-42200000,1460000,0.0002549,-0.000460354
4467,21378,-42200000,1460000,0.0002549,-0.000460354
4468,21697,-42200000,1460000,0.0002549,-0.000460354
4469,22017,-42200000,1460000,0.0002549,-0.000460354
4470,22336,-42200000,1460000,0.0002549,-0.000460354
4471,22655,-42200000,1460000,0.0002549,-0.000460354
4472,22974,-42200000,1460000,0.0002549,-0.000460354
4473,23293,-42200000,1460000,0.0002549,-0.000460354
4474,23612,-42200000,1460000,0.0002549,-0.000460354
4475,23931,-42200000,1460000,0.0002549,-0.000460354
4476,24250,-42200000,1460000,0.0002549,-0.000460354
4477,24569,-42200000,1460000,0.0002549,-0.000460354
4478,24888,-42200000,1460000,0.0002549,-0.000460354
4479,25207,-42200000,1460000,0.0002549,-0.000460354
4480,25526,-42200000,1460000,0.000255,-0.000460254
4481,25845,-42200000,1460000,0.000255,-0.000460254
4482,26165,-42200000,1460000,0.000255,-0.000460254
4483,26484,-42200000,1460000,0.000255,-0.000460254
4484,26803,-42200000,1460000,0.000255,-0.000460254
4485,27122,-42200000,1460000,0.000255,-0.000460254
4486,27441,-42200000,1460000,0.000255,-0.000460254
4487,27760,-42200000,1460000,0.000255,-0.000460254
4488,28079,-42200000,1460000,0.0002549,-0.000460354
4489,28398,-42200000,1460000,0.0002549,-0.000460354
4490,28717,-42200000,1460000,0.0002549,-0.000460354
4491,29036,-42200000,1460000,0.0002549,-0.000460354
4492,29355,-42200000,1460000,0.0002549,-0.000460354
4493,29674,-42200000,1460000,0.0002549,-0.000460354
4494,29994,-42200000,1460000,0.0002549,-0.000460354
4495,30313,-42200000,1460000,0.0002549,-0.000460354
4496,30632,-42200000,1460000,0.0002549,-0.000460354
4497,30951,-42200000,1460000,0.000255,-0.000460254
4498,31270,-42200000,1460000,0.0002549,-0.000460354
4499,31589,-42200000,1460000,0.000255,-0.000460254
4500,0,-43200000,1893.1,1.00E-07,-0.000732103
4501,319.08,-43200000,11213,1.00E-07,-0.000732103
4502,638.16,-43200000,20096,1.00E-07,-0.000732103
4503,957.24,-43200000,29271,1.00E-07,-0.000732103
4504,1276.3,-43200000,38154,4.00E-07,-0.000731803
4505,1595.4,-43200000,47474,4.00E-07,-0.000731803
4506,1914.5,-43200000,56358,4.00E-07,-0.000731803
4507,2233.6,-43200000,65678,7.00E-07,-0.000731503
4508,2552.6,-43200000,74561,7.00E-07,-0.000731503
4509,2871.7,-43200000,84027,1.10E-06,-0.000731103
4510,3190.8,-43200000,93056,1.10E-06,-0.000731103
4511,3509.9,-43200000,102000,1.40E-06,-0.000730803
4512,3829,-43200000,111000,1.80E-06,-0.000730403
4513,4148,-43200000,121000,1.90E-06,-0.000730303
4514,4467.1,-43200000,132000,2.50E-06,-0.000729703
4515,4786.2,-43200000,145000,3.60E-06,-0.000728603
4516,5105.3,-43200000,162000,5.40E-06,-0.000726803
4517,5424.4,-43200000,189000,9.30E-06,-0.000722903
4518,5743.4,-43200000,236000,1.71E-05,-0.000715103
4519,6062.5,-43200000,323000,3.29E-05,-0.000699303
4520,6381.6,-43200000,475000,6.15E-05,-0.000670703
4521,6700.7,-43200000,699000,0.0001046,-0.000627603
4522,7019.8,-43200000,953000,0.0001545,-0.000577703
4523,7338.8,-43200000,1170000,0.0001971,-0.000535103
4524,7657.9,-43200000,1310000,0.0002249,-0.000507303
4525,7977,-43200000,1380000,0.0002401,-0.000492103
4526,8296.1,-43200000,1420000,0.000248,-0.000484203
4527,8615.2,-43200000,1440000,0.0002514,-0.000480803
4528,8934.2,-43200000,1450000,0.0002532,-0.000479003
4529,9253.3,-43200000,1450000,0.0002541,-0.000478103
4530,9572.4,-43200000,1450000,0.0002544,-0.000477803
4531,9891.5,-43200000,1450000,0.0002546,-0.000477603
4532,10211,-43200000,1460000,0.0002548,-0.000477403
4533,10530,-43200000,1460000,0.0002547,-0.000477503
4534,10849,-43200000,1460000,0.0002548,-0.000477403
4535,11168,-43200000,1460000,0.0002548,-0.000477403
4536,11487,-43200000,1460000,0.0002548,-0.000477403
4537,11806,-43200000,1460000,0.0002548,-0.000477403
4538,12125,-43200000,1460000,0.0002548,-0.000477403
4539,12444,-43200000,1460000,0.0002549,-0.000477303
4540,12763,-43200000,1460000,0.0002548,-0.000477403
4541,13082,-43200000,1460000,0.0002548,-0.000477403
4542,13401,-43200000,1460000,0.0002549,-0.000477303
4543,13720,-43200000,1460000,0.0002549,-0.000477303
4544,14040,-43200000,1460000,0.0002548,-0.000477403
4545,14359,-43200000,1460000,0.0002548,-0.000477403
4546,14678,-43200000,1460000,0.0002549,-0.000477303
4547,14997,-43200000,1460000,0.0002549,-0.000477303
4548,15316,-43200000,1460000,0.0002549,-0.000477303
4549,15635,-43200000,1460000,0.0002548,-0.000477403
4550,15954,-43200000,1460000,0.0002548,-0.000477403
4551,16273,-43200000,1460000,0.0002549,-0.000477303
4552,16592,-43200000,1460000,0.0002549,-0.000477303
4553,16911,-43200000,1460000,0.0002549,-0.000477303
4554,17230,-43200000,1460000,0.0002549,-0.000477303
4555,17549,-43200000,1460000,0.0002549,-0.000477303
4556,17868,-43200000,1460000,0.0002548,-0.000477403
4557,18188,-43200000,1460000,0.0002549,-0.000477303
4558,18507,-43200000,1460000,0.0002549,-0.000477303
4559,18826,-43200000,1460000,0.0002549,-0.000477303
4560,19145,-43200000,1460000,0.0002549,-0.000477303
4561,19464,-43200000,1460000,0.0002549,-0.000477303
4562,19783,-43200000,1460000,0.0002549,-0.000477303
4563,20102,-43200000,1460000,0.0002549,-0.000477303
4564,20421,-43200000,1460000,0.0002549,-0.000477303
4565,20740,-43200000,1460000,0.0002549,-0.000477303
4566,21059,-43200000,1460000,0.0002549,-0.000477303
4567,21378,-43200000,1460000,0.0002549,-0.000477303
4568,21697,-43200000,1460000,0.0002549,-0.000477303
4569,22017,-43200000,1460000,0.0002549,-0.000477303
4570,22336,-43200000,1460000,0.0002549,-0.000477303
4571,22655,-43200000,1460000,0.0002549,-0.000477303
4572,22974,-43200000,1460000,0.0002549,-0.000477303
4573,23293,-43200000,1460000,0.0002549,-0.000477303
4574,23612,-43200000,1460000,0.0002549,-0.000477303
4575,23931,-43200000,1460000,0.0002549,-0.000477303
4576,24250,-43200000,1460000,0.0002549,-0.000477303
4577,24569,-43200000,1460000,0.0002549,-0.000477303
4578,24888,-43200000,1460000,0.0002549,-0.000477303
4579,25207,-43200000,1460000,0.0002549,-0.000477303
4580,25526,-43200000,1460000,0.0002549,-0.000477303
4581,25845,-43200000,1460000,0.000255,-0.000477203
4582,26165,-43200000,1460000,0.000255,-0.000477203
4583,26484,-43200000,1460000,0.000255,-0.000477203
4584,26803,-43200000,1460000,0.000255,-0.000477203
4585,27122,-43200000,1460000,0.000255,-0.000477203
4586,27441,-43200000,1460000,0.000255,-0.000477203
4587,27760,-43200000,1460000,0.000255,-0.000477203
4588,28079,-43200000,1460000,0.000255,-0.000477203
4589,28398,-43200000,1460000,0.0002549,-0.000477303
4590,28717,-43200000,1460000,0.0002549,-0.000477303
4591,29036,-43200000,1460000,0.0002549,-0.000477303
4592,29355,-43200000,1460000,0.0002549,-0.000477303
4593,29674,-43200000,1460000,0.0002549,-0.000477303
4594,29994,-43200000,1460000,0.0002549,-0.000477303
4595,30313,-43200000,1460000,0.0002549,-0.000477303
4596,30632,-43200000,1460000,0.0002549,-0.000477303
4597,30951,-43200000,1460000,0.0002549,-0.000477303
4598,31270,-43200000,1460000,0.0002549,-0.000477303
4599,31589,-43200000,1460000,0.0002549,-0.000477303
4600,0,-44200000,2038.8,1.00E-07,-0.000749053
4601,319.08,-44200000,11213,1.00E-07,-0.000749053
4602,638.16,-44200000,20096,1.00E-07,-0.000749053
4603,957.24,-44200000,28980,1.00E-07,-0.000749053
4604,1276.3,-44200000,38154,4.00E-07,-0.000748753
4605,1595.4,-44200000,47037,4.00E-07,-0.000748753
4606,1914.5,-44200000,56358,4.00E-07,-0.000748753
4607,2233.6,-44200000,65241,7.00E-07,-0.000748453
4608,2552.6,-44200000,74124,7.00E-07,-0.000748453
4609,2871.7,-44200000,83590,1.10E-06,-0.000748053
4610,3190.8,-44200000,92473,1.10E-06,-0.000748053
4611,3509.9,-44200000,102000,1.40E-06,-0.000747753
4612,3829,-44200000,111000,1.80E-06,-0.000747353
4613,4148,-44200000,120000,1.80E-06,-0.000747353
4614,4467.1,-44200000,130000,2.30E-06,-0.000746853
4615,4786.2,-44200000,142000,3.20E-06,-0.000745953
4616,5105.3,-44200000,156000,4.50E-06,-0.000744653
4617,5424.4,-44200000,177000,7.20E-06,-0.000741953
4618,5743.4,-44200000,213000,1.29E-05,-0.000736253
4619,6062.5,-44200000,279000,2.42E-05,-0.000724953
4620,6381.6,-44200000,397000,4.62E-05,-0.000702953
4621,6700.7,-44200000,587000,8.28E-05,-0.000666353
4622,7019.8,-44200000,834000,0.0001311,-0.000618053
4623,7338.8,-44200000,1070000,0.0001783,-0.000570853
4624,7657.9,-44200000,1250000,0.0002133,-0.000535853
4625,7977,-44200000,1350000,0.0002341,-0.000515053
4626,8296.1,-44200000,1410000,0.0002449,-0.000504253
4627,8615.2,-44200000,1430000,0.00025,-0.000499153
4628,8934.2,-44200000,1450000,0.0002526,-0.000496553
4629,9253.3,-44200000,1450000,0.0002537,-0.000495453
4630,9572.4,-44200000,1450000,0.0002543,-0.000494853
4631,9891.5,-44200000,1450000,0.0002545,-0.000494653
4632,10211,-44200000,1460000,0.0002547,-0.000494453
4633,10530,-44200000,1460000,0.0002548,-0.000494353
4634,10849,-44200000,1460000,0.0002547,-0.000494453
4635,11168,-44200000,1460000,0.0002548,-0.000494353
4636,11487,-44200000,1460000,0.0002548,-0.000494353
4637,11806,-44200000,1460000,0.0002548,-0.000494353
4638,12125,-44200000,1460000,0.0002548,-0.000494353
4639,12444,-44200000,1460000,0.0002549,-0.000494253
4640,12763,-44200000,1460000,0.0002549,-0.000494253
4641,13082,-44200000,1460000,0.0002548,-0.000494353
4642,13401,-44200000,1460000,0.0002548,-0.000494353
4643,13720,-44200000,1460000,0.0002549,-0.000494253
4644,14040,-44200000,1460000,0.0002549,-0.000494253
4645,14359,-44200000,1460000,0.0002548,-0.000494353
4646,14678,-44200000,1460000,0.0002548,-0.000494353
4647,14997,-44200000,1460000,0.0002549,-0.000494253
4648,15316,-44200000,1460000,0.0002549,-0.000494253
4649,15635,-44200000,1460000,0.0002549,-0.000494253
4650,15954,-44200000,1460000,0.0002548,-0.000494353
4651,16273,-44200000,1460000,0.0002548,-0.000494353
4652,16592,-44200000,1460000,0.0002549,-0.000494253
4653,16911,-44200000,1460000,0.0002549,-0.000494253
4654,17230,-44200000,1460000,0.0002549,-0.000494253
4655,17549,-44200000,1460000,0.0002549,-0.000494253
4656,17868,-44200000,1460000,0.0002549,-0.000494253
4657,18188,-44200000,1460000,0.0002548,-0.000494353
4658,18507,-44200000,1460000,0.0002549,-0.000494253
4659,18826,-44200000,1460000,0.0002549,-0.000494253
4660,19145,-44200000,1460000,0.0002549,-0.000494253
4661,19464,-44200000,1460000,0.0002549,-0.000494253
4662,19783,-44200000,1460000,0.0002549,-0.000494253
4663,20102,-44200000,1460000,0.0002549,-0.000494253
4664,20421,-44200000,1460000,0.0002549,-0.000494253
4665,20740,-44200000,1460000,0.0002549,-0.000494253
4666,21059,-44200000,1460000,0.0002549,-0.000494253
4667,21378,-44200000,1460000,0.0002549,-0.000494253
4668,21697,-44200000,1460000,0.0002549,-0.000494253
4669,22017,-44200000,1460000,0.0002549,-0.000494253
4670,22336,-44200000,1460000,0.0002549,-0.000494253
4671,22655,-44200000,1460000,0.0002549,-0.000494253
4672,22974,-44200000,1460000,0.0002549,-0.000494253
4673,23293,-44200000,1460000,0.0002549,-0.000494253
4674,23612,-44200000,1460000,0.0002549,-0.000494253
4675,23931,-44200000,1460000,0.0002549,-0.000494253
4676,24250,-44200000,1460000,0.0002549,-0.000494253
4677,24569,-44200000,1460000,0.0002549,-0.000494253
4678,24888,-44200000,1460000,0.0002549,-0.000494253
4679,25207,-44200000,1460000,0.0002549,-0.000494253
4680,25526,-44200000,1460000,0.0002549,-0.000494253
4681,25845,-44200000,1460000,0.000255,-0.000494153
4682,26165,-44200000,1460000,0.000255,-0.000494153
4683,26484,-44200000,1460000,0.000255,-0.000494153
4684,26803,-44200000,1460000,0.000255,-0.000494153
4685,27122,-44200000,1460000,0.000255,-0.000494153
4686,27441,-44200000,1460000,0.000255,-0.000494153
4687,27760,-44200000,1460000,0.000255,-0.000494153
4688,28079,-44200000,1460000,0.0002549,-0.000494253
4689,28398,-44200000,1460000,0.0002549,-0.000494253
